"Education","Marital_Status","Kidhome","Teenhome","Recency","MntWines","MntFruits","MntMeatProducts","MntFishProducts","MntSweetProducts","MntGoldProds","NumDealsPurchases","NumWebPurchases","NumCatalogPurchases","NumStorePurchases","NumWebVisitsMonth","AcceptedCmp3","AcceptedCmp4","AcceptedCmp5","AcceptedCmp1","AcceptedCmp2","Response","Complain","Country","Income_Clean","Age"
"Graduation","Married",1,1,9,65,0,46,4,3,20,4,3,1,3,8,0,0,0,0,0,0,0,"SP",36443,63
"Master","Together",1,1,9,177,2,71,3,2,20,6,5,2,4,8,0,0,0,0,0,1,0,"SA",43776,72
"Graduation","Together",0,0,9,577,0,64,0,0,51,2,10,1,8,8,1,0,0,0,0,1,0,"GER",56046,59
"Graduation","Married",0,1,9,460,35,422,33,12,153,2,6,6,7,4,0,0,0,0,0,0,0,"CA",65148,66
"Graduation","Divorced",0,1,9,219,3,100,26,0,17,2,7,1,5,8,0,0,0,0,0,0,0,"SP",49431,69
"PhD","Together",1,1,10,5,0,3,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,"SP",32583,63
"Master","Single",1,0,10,5,7,31,15,4,7,3,2,1,3,6,0,0,0,0,0,1,0,"SP",16653,45
"2n Cycle","Together",1,1,10,31,1,13,7,2,9,4,2,1,4,4,0,0,0,0,0,0,0,"SP",26850,53
"Graduation","Married",1,1,10,117,0,22,13,0,30,3,4,1,3,7,0,0,0,0,0,0,0,"SP",51287,56
"2n Cycle","Married",1,0,10,30,5,24,6,3,8,2,2,0,4,5,0,0,0,0,0,0,0,"SP",43050,51
"Graduation","Married",0,0,10,236,106,189,23,41,130,1,7,2,9,4,0,0,0,0,0,0,0,"CA",73448,55
"Basic","Married",1,0,10,6,4,14,8,8,22,2,2,1,2,8,1,0,0,0,0,0,0,"US",17256,32
"Graduation","Single",0,0,10,464,28,873,29,18,37,0,7,4,7,2,0,0,0,1,0,1,0,"SA",86429,63
"PhD","Married",1,0,10,16,2,18,3,0,24,1,1,1,2,8,1,0,0,0,0,1,0,"SP",33569,41
"2n Cycle","Together",1,0,10,2,5,7,0,18,18,2,2,0,3,7,0,0,0,0,0,0,0,"CA",25130,44
"Graduation","Married",0,1,10,120,58,73,65,89,58,5,5,4,5,5,0,0,0,0,0,0,0,"CA",62998,72
"2n Cycle","Together",1,1,10,9,1,7,0,3,2,2,1,0,3,7,0,0,0,0,0,0,0,"SP",26907,48
"2n Cycle","Together",1,1,10,9,1,7,0,3,2,2,1,0,3,7,0,0,0,0,0,0,0,"AUS",26907,48
"PhD","Married",0,1,10,145,1,33,2,1,1,1,4,1,4,6,0,0,0,0,0,0,0,"SP",45579,76
"Graduation","Together",0,1,10,200,19,111,50,15,19,6,5,1,8,6,0,0,0,0,0,0,0,"CA",47320,67
"PhD","Divorced",0,1,10,532,88,168,69,44,133,3,7,3,13,5,0,0,0,0,0,0,0,"SA",70179,48
"PhD","Divorced",0,1,10,532,88,168,69,44,133,3,7,3,13,5,0,0,0,0,0,0,0,"US",70179,48
"Master","Married",1,0,10,30,0,10,2,0,5,1,1,0,3,7,0,0,0,0,0,0,0,"CA",28072,38
"Graduation","Married",1,1,10,297,0,38,13,0,152,7,5,4,4,6,1,0,0,0,0,1,0,"IND",50501,70
"Graduation","Together",1,2,10,151,7,89,0,7,28,5,4,1,6,5,0,0,0,0,0,0,0,"SA",58917,55
"Graduation","Together",0,0,10,997,26,269,34,13,42,1,10,4,6,4,0,1,1,0,0,1,0,"CA",69372,75
"Master","Married",1,0,10,23,1,13,2,2,18,1,1,1,2,7,1,0,0,0,0,1,0,"SP",35178,53
"Master","Married",1,0,10,23,1,13,2,2,18,1,1,1,2,7,1,0,0,0,0,1,0,"AUS",35178,53
"Graduation","Divorced",0,0,10,797,153,293,72,97,30,1,11,4,6,4,0,1,1,1,0,1,0,"SP",75693,56
"Graduation","Married",0,0,10,823,25,459,124,29,95,1,6,6,7,4,0,0,1,0,0,1,0,"US",69109,42
"Graduation","Married",0,0,10,823,25,459,124,29,95,1,6,6,7,4,0,0,1,0,0,1,0,"SP",69109,42
"Graduation","Together",0,0,11,966,26,282,52,26,26,1,2,7,11,5,0,1,1,1,1,0,0,"SP",80134,30
"Graduation","Divorced",1,0,11,180,60,241,13,54,54,2,5,5,7,4,0,0,0,0,0,1,0,"AUS",64713,54
"Graduation","Divorced",0,0,11,37,32,38,11,3,18,1,2,1,4,6,0,0,0,0,0,0,0,"SP",41411,38
"PhD","Single",1,2,11,416,0,26,0,0,4,9,6,3,6,7,0,1,0,0,0,1,0,"SP",55521,69
"Master","Together",0,1,11,314,11,53,4,3,107,3,7,3,4,7,0,1,0,0,0,1,0,"SP",43795,56
"Graduation","Together",1,0,11,10,7,19,8,2,21,2,2,2,2,6,0,0,0,0,0,0,0,"SA",22070,54
"Master","Married",1,1,11,9,1,4,3,2,3,1,1,0,2,6,0,0,0,0,0,0,0,"GER",36408,75
"Graduation","Together",1,1,11,18,6,15,12,8,17,3,2,1,3,5,0,0,0,0,0,0,0,"CA",34026,74
"Graduation","Together",1,1,11,18,6,15,12,8,17,3,2,1,3,5,0,0,0,0,0,0,0,"SP",34026,74
"Graduation","Married",1,1,11,342,9,112,19,14,19,10,5,2,9,7,0,0,0,0,0,1,0,"SP",46049,48
"Master","Married",1,0,11,63,3,67,8,9,28,2,3,1,4,7,0,0,0,0,0,1,0,"SA",35641,52
"2n Cycle","Together",0,0,11,20,6,5,0,9,12,1,1,0,3,7,1,0,0,0,0,0,0,"SA",32414,40
"PhD","Married",0,1,11,629,0,70,0,0,35,6,11,2,7,8,0,0,0,0,0,0,0,"SA",59821,69
"Graduation","Married",1,0,11,158,6,45,8,2,2,7,3,2,5,7,0,0,0,0,0,0,0,"SA",34968,44
"PhD","Married",0,1,11,201,53,172,116,77,83,3,5,4,9,4,0,0,0,0,0,0,0,"SP",56320,57
"Master","Married",1,0,11,964,34,137,15,0,11,2,5,2,10,8,0,1,0,0,0,0,0,"SP",70091,55
"Graduation","Together",0,1,11,72,24,68,65,4,8,5,3,1,6,4,0,0,0,0,0,0,0,"SA",46097,68
"PhD","Divorced",0,0,11,123,133,142,71,44,88,1,6,2,8,6,0,0,0,0,0,0,0,"SA",41003,61
"Graduation","Together",0,1,11,159,0,22,2,1,31,3,4,1,4,7,0,0,0,0,0,0,0,"SP",44911,65
"Graduation","Single",1,0,11,6,10,21,19,14,42,2,2,1,3,6,0,0,0,0,0,0,0,"AUS",33249,49
"Graduation","Single",1,0,11,6,10,21,19,14,42,2,2,1,3,6,0,0,0,0,0,0,0,"SP",33249,49
"PhD","Divorced",1,1,11,209,0,40,3,2,15,4,6,1,4,8,0,0,0,0,0,0,0,"CA",42873,74
"PhD","Married",1,1,11,100,64,79,65,0,109,2,6,2,4,7,0,0,0,0,0,0,0,"AUS",51039,55
"PhD","Together",0,1,11,1170,19,594,99,76,134,2,2,5,12,6,0,0,0,0,0,0,0,"SP",78952,66
"Master","Divorced",1,1,11,70,3,37,4,2,64,4,3,2,2,9,0,0,0,0,0,1,0,"CA",29435,58
"Graduation","Divorced",0,1,12,71,99,278,185,121,38,1,5,10,5,1,0,0,0,0,0,0,0,"SA",79865,70
"Graduation","Alone",1,0,12,5,7,24,19,14,20,4,3,0,4,6,0,0,0,0,0,0,0,"CA",34176,36
"Graduation","Single",1,0,12,5,7,24,19,14,20,4,3,0,4,6,0,0,0,0,0,0,0,"IND",34176,36
"PhD","Together",0,1,12,376,9,83,19,4,4,2,5,4,7,3,0,0,0,0,0,0,0,"CA",65968,54
"Master","Single",0,0,12,387,68,569,89,45,68,1,6,9,12,1,0,0,0,0,0,0,0,"SA",86424,68
"Graduation","Divorced",0,1,12,357,35,271,28,28,14,3,6,2,12,5,0,0,0,0,0,0,0,"SP",67272,58
"Graduation","Single",0,0,12,912,72,170,47,36,97,1,11,3,4,4,0,0,1,0,0,1,0,"CA",78499,67
"Graduation","Together",0,1,12,625,38,242,50,34,76,2,7,11,11,4,1,0,0,0,0,0,0,"SP",77044,52
"Graduation","Single",0,0,12,420,0,452,182,64,140,1,6,6,4,2,0,0,0,0,0,1,0,"ME",70515,31
"Master","Together",1,0,12,6,4,16,3,10,30,3,3,1,2,7,0,0,0,0,0,1,0,"SP",17459,49
"PhD","Married",0,0,12,209,19,456,160,142,66,1,2,9,13,1,0,0,0,0,0,0,0,"SP",80336,54
"Graduation","Married",0,0,12,1,2,5,6,0,3,1,1,0,2,7,0,0,0,0,0,0,0,"SP",15759,68
"2n Cycle","Together",0,0,12,1,0,5,0,3,9,1,0,0,3,3,0,0,0,0,0,0,1,"GER",26326,48
"Graduation","Together",0,1,12,641,7,84,0,30,38,3,10,4,7,6,0,1,0,0,0,0,0,"SP",62061,48
"Graduation","Married",0,1,12,12,4,7,1,3,5,0,1,0,0,13,0,0,0,0,0,0,0,"IND",5305,48
"Master","Single",0,0,12,712,26,538,69,13,80,1,3,6,11,1,0,1,1,0,0,1,0,"AUS",75777,42
"Master","Single",0,0,12,712,26,538,69,13,80,1,3,6,11,1,0,1,1,0,0,1,0,"IND",75777,42
"Master","Together",0,1,12,465,25,132,136,0,37,2,8,3,13,4,0,0,0,0,0,0,0,"SP",71499,53
"PhD","Single",1,0,12,39,1,9,2,1,34,1,2,1,2,7,1,0,0,0,0,1,0,"GER",31626,46
"Master","Together",0,0,12,154,2,46,20,4,15,1,4,2,4,4,0,0,0,0,0,0,0,"SA",42670,32
"Graduation","Single",0,0,12,514,22,732,42,198,79,1,6,7,7,3,0,0,0,0,0,1,0,"SP",83917,51
"Master","Together",1,0,12,14,7,9,6,16,12,2,2,0,3,6,0,0,0,0,0,1,0,"SA",41021,55
"Graduation","Married",0,0,12,565,42,548,64,83,99,1,5,6,4,3,0,0,0,0,0,1,0,"SP",79456,68
"Master","Divorced",0,0,12,667,50,850,21,83,83,1,4,6,5,2,0,0,0,0,0,1,0,"SP",78789,44
"PhD","Married",0,1,13,53,0,8,0,0,2,1,2,0,3,5,0,0,0,0,0,0,0,"SP",50870,72
"Master","Married",0,0,13,66,2,40,4,3,14,1,3,1,3,6,0,0,0,0,0,0,0,"SP",35876,41
"Graduation","Married",0,0,13,4,24,11,16,1,25,1,2,0,4,6,0,0,0,0,0,0,0,"CA",23539,67
"Master","Single",1,0,13,34,3,29,0,4,10,3,2,1,3,5,0,0,0,0,0,1,0,"CA",32557,57
"2n Cycle","Married",0,1,13,129,129,259,168,121,83,5,6,3,12,4,0,0,0,0,0,0,0,"SP",62466,54
"2n Cycle","Married",0,1,13,129,129,259,168,121,83,5,6,3,12,4,0,0,0,0,0,0,0,"SP",62466,54
"Graduation","Married",1,1,13,185,0,28,3,2,17,6,3,1,6,4,0,0,0,0,0,0,0,"SP",54198,58
"PhD","Married",0,0,13,1023,93,651,49,55,37,1,5,6,7,2,0,0,0,0,0,0,0,"SA",82170,46
"PhD","Single",0,0,13,338,4,89,11,8,13,1,4,2,9,4,0,0,0,0,0,0,0,"SP",61798,60
"Basic","Single",1,0,13,1,3,3,8,1,13,2,1,0,3,7,0,0,0,0,0,0,0,"CA",15253,32
"Master","Married",0,0,13,647,107,391,175,67,40,1,6,4,10,3,0,0,0,0,0,0,0,"GER",78285,36
"Graduation","Single",0,1,13,163,48,90,0,45,52,1,3,2,8,3,0,0,0,0,0,0,0,"SP",62535,69
"Basic","Together",1,0,13,1,6,7,0,1,3,1,1,0,2,8,1,0,0,0,0,1,0,"SP",27190,51
"2n Cycle","Married",0,1,13,19,13,18,10,7,8,1,1,1,3,3,0,0,0,0,0,0,0,"SP",48985,56
"Graduation","Married",0,0,13,182,74,298,162,149,116,1,3,3,6,1,0,0,0,0,0,0,0,"SA",72940,54
"2n Cycle","Married",1,0,13,56,4,76,17,1,18,4,4,1,3,9,1,0,0,0,0,1,0,"US",36145,39
"Graduation","Together",0,0,13,1,0,1725,2,1,1,0,0,28,0,1,0,0,0,0,0,0,0,"SA",157146,47
"Master","Married",0,0,13,779,86,537,34,69,138,1,5,9,12,3,0,0,0,0,0,0,0,"SP",81843,64
"Graduation","Together",1,0,13,32,34,41,73,16,116,3,4,2,3,7,0,0,0,0,0,0,0,"CA",41883,36
"PhD","Married",1,1,13,42,1,18,3,0,4,2,2,0,3,7,0,0,0,0,0,0,0,"IND",45759,60
"PhD","Married",1,1,13,42,1,18,3,0,4,2,2,0,3,7,0,0,0,0,0,0,0,"SP",45759,60
"Graduation","Together",0,0,13,298,27,697,216,24,166,1,4,6,5,2,0,0,0,0,0,1,0,"SP",78394,38
"Graduation","Single",1,0,13,10,4,14,4,4,1,1,1,0,3,8,0,0,0,0,0,0,0,"SP",30279,35
"Graduation","Single",1,0,13,10,4,14,4,4,1,1,1,0,3,8,0,0,0,0,0,0,0,"SP",30279,35
"Graduation","Widow",1,0,13,4,1,5,2,0,3,1,1,0,2,8,0,0,0,0,0,0,0,"SP",31880,54
"Graduation","Widow",1,1,13,488,23,71,15,0,59,11,8,3,7,7,0,1,0,0,0,1,0,"SP",60208,51
"Graduation","Together",0,0,13,817,185,687,145,55,241,1,4,6,8,2,0,0,1,0,0,1,0,"SP",78687,41
"PhD","Married",1,0,14,19,3,19,3,1,3,2,2,0,3,7,0,0,0,0,0,0,0,"SP",37401,51
"PhD","Married",1,0,14,19,3,19,3,1,3,2,2,0,3,7,0,0,0,0,0,0,0,"IND",37401,51
"Graduation","Together",0,1,14,459,15,171,142,23,31,2,5,4,12,2,0,0,0,0,0,0,0,"SA",75315,70
"Graduation","Single",0,1,14,492,5,32,13,5,21,1,9,1,7,6,0,1,0,0,0,0,0,"CA",69263,59
"Graduation","Married",0,0,14,558,79,622,207,175,95,1,4,6,4,1,0,0,1,0,0,1,0,"SP",78569,78
"PhD","Married",0,1,14,383,0,53,6,4,40,3,8,1,6,6,0,0,0,0,0,0,0,"SP",57705,58
"2n Cycle","Together",0,1,14,209,162,209,41,162,37,5,4,7,10,2,0,0,0,0,0,0,0,"SP",74805,69
"PhD","Together",0,1,14,1043,24,97,32,24,157,2,3,5,10,6,0,0,0,0,0,0,0,"SP",66426,63
"Master","Widow",0,1,14,400,4,35,6,0,22,2,9,1,5,8,0,0,0,0,0,0,0,"SP",51529,75
"Graduation","Married",0,0,14,3,1,2,4,3,1,1,0,0,3,5,0,0,0,0,0,0,0,"SP",18100,78
"2n Cycle","Divorced",0,1,14,691,7,69,0,7,23,4,2,2,7,8,0,1,0,0,0,0,0,"US",59601,47
"2n Cycle","Together",0,0,14,2,12,10,6,13,30,1,3,1,2,8,0,0,0,0,0,1,0,"CA",20981,47
"Graduation","Married",0,0,14,783,30,537,140,76,15,1,4,10,9,2,0,0,0,0,0,0,0,"IND",74068,48
"Graduation","Married",0,0,14,3,3,14,15,21,10,1,2,1,2,9,0,0,0,0,0,1,0,"SP",36790,41
"Graduation","Married",1,0,14,4,16,20,0,17,20,3,2,0,4,8,0,0,0,0,0,0,0,"SA",18793,53
"Graduation","Widow",0,0,14,43,12,96,78,40,55,3,4,1,6,7,0,0,0,0,0,0,0,"SP",27421,70
"Graduation","Married",1,0,14,10,2,16,11,2,21,1,1,0,3,8,0,0,0,0,0,0,0,"SP",30675,52
"Graduation","Together",0,0,14,777,35,731,39,137,114,1,5,9,11,2,0,0,1,0,0,1,0,"SP",83145,50
"Master","Together",0,1,14,63,0,21,7,0,12,1,3,0,3,8,0,0,0,0,0,0,0,"SP",34053,56
"Master","Single",1,0,15,16,7,23,0,8,6,3,3,0,4,5,0,0,0,0,0,0,1,"SA",31788,41
"2n Cycle","Married",0,2,15,27,2,7,0,2,13,1,1,0,3,5,0,0,0,0,0,0,0,"SP",45894,50
"Graduation","Divorced",0,1,15,27,5,8,8,3,12,3,3,0,4,4,0,0,0,0,0,0,0,"SP",41986,46
"PhD","Married",0,1,15,71,0,13,3,1,0,2,1,1,4,4,0,0,0,0,0,0,0,"CA",42769,62
"2n Cycle","Together",0,1,15,402,35,106,101,77,42,2,9,2,9,5,0,1,0,0,0,0,0,"SP",58582,42
"Graduation","Married",1,1,15,144,1,32,2,1,7,4,4,1,4,7,0,0,0,0,0,0,0,"CA",49096,60
"PhD","Single",0,0,15,840,53,804,23,71,17,1,5,4,8,3,0,0,1,1,0,1,0,"CA",76412,44
"Graduation","Married",0,0,15,32,0,8,23,4,18,1,1,0,4,6,0,0,0,0,0,0,0,"SP",18929,34
"Graduation","Married",0,0,15,32,0,8,23,4,18,1,1,0,4,6,0,0,0,0,0,0,0,"SP",18929,34
"Graduation","Married",0,0,15,32,0,8,23,4,18,1,1,0,4,6,0,0,0,0,0,0,0,"IND",18929,34
"Master","Single",1,0,15,88,10,46,2,3,64,4,5,1,2,10,0,0,0,0,0,1,0,"SP",21888,38
"Graduation","Together",1,1,15,56,5,24,4,0,3,3,2,1,3,5,0,0,0,0,0,0,0,"SP",41580,46
"PhD","Married",1,0,15,74,0,42,2,1,6,2,2,1,4,7,0,0,0,0,0,0,0,"SP",31605,45
"PhD","Divorced",1,0,15,40,3,30,10,7,11,3,3,0,3,9,0,0,0,0,0,1,0,"SP",25509,50
"PhD","Divorced",1,0,15,40,3,30,10,7,11,3,3,0,3,9,0,0,0,0,0,1,0,"SP",25509,50
"Master","Widow",0,0,15,100,71,243,108,94,219,3,9,1,8,9,0,0,0,0,0,1,0,"SP",33051,65
"PhD","Together",1,1,16,8,0,3,0,0,1,1,1,0,2,8,1,0,0,0,0,0,0,"SP",28764,58
"2n Cycle","Married",1,0,16,26,3,23,4,7,3,2,2,0,4,6,0,0,0,0,0,0,0,"CA",32146,41
"Graduation","Single",0,0,16,15,5,14,0,4,11,1,1,0,3,7,0,0,0,0,0,0,0,"SP",22148,41
"Graduation","Married",1,0,16,29,1,17,0,3,13,1,2,1,2,8,0,0,0,0,0,1,0,"SP",36781,45
"Master","Married",0,1,16,162,6,37,6,13,13,2,1,3,6,1,0,0,0,0,0,0,0,"SP",54197,64
"Graduation","Single",0,0,16,1302,68,731,89,114,45,0,6,7,12,2,0,1,1,1,0,1,0,"CA",93790,54
"Graduation","Single",1,0,16,6,10,12,3,15,40,3,3,1,2,8,1,0,0,0,0,1,0,"SA",24762,52
"Master","Married",1,0,16,47,1,6,0,0,12,1,1,1,3,6,0,0,0,0,0,0,0,"IND",30477,40
"2n Cycle","Divorced",0,0,16,0,0,0,6,2,6,1,1,0,2,6,0,0,0,0,0,0,0,"SP",11448,49
"Graduation","Divorced",1,1,16,129,26,67,3,67,2,5,6,1,5,7,0,0,0,0,0,0,0,"GER",70844,57
"Graduation","Single",1,0,16,16,11,15,2,0,12,2,1,1,4,3,0,0,0,0,0,0,0,"AUS",30828,44
"Master","Together",0,1,16,520,42,98,0,42,14,2,6,4,10,6,0,0,0,0,0,0,0,"US",62513,57
"2n Cycle","Married",1,0,16,0,7,5,26,2,17,2,2,0,3,7,0,0,0,0,0,0,0,"GER",27733,43
"PhD","Together",1,0,16,71,0,18,0,0,13,1,3,1,2,7,0,0,0,0,0,0,0,"SP",39435,51
"Master","Single",0,0,16,918,57,842,99,38,133,1,5,8,6,3,0,0,0,1,0,1,0,"SP",75345,54
"2n Cycle","Together",0,0,16,5,4,5,4,2,10,1,0,1,2,7,0,0,0,0,0,0,0,"GER",20491,38
"Graduation","Married",1,0,16,172,10,125,21,13,16,6,7,2,4,9,0,0,0,0,0,1,0,"SP",36715,53
"Graduation","Together",0,1,16,931,56,253,91,98,14,4,9,5,7,5,0,0,0,0,0,0,0,"CA",71706,65
"PhD","Married",0,1,16,666,35,124,69,8,26,1,5,3,5,3,0,0,0,0,0,0,0,"SP",69063,58
"Graduation","Married",1,0,16,5,3,4,4,1,0,1,1,0,2,8,0,0,0,0,0,0,0,"SA",24645,36
"Graduation","Married",0,1,16,27,1,14,4,1,21,2,2,0,3,8,0,0,0,0,0,0,0,"SA",35797,49
"Graduation","Married",1,1,17,24,1,10,2,0,4,2,2,0,3,5,0,0,0,0,0,0,0,"SA",44078,55
"Graduation","Single",1,0,17,4,1,11,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,"SP",26954,53
"PhD","Together",1,0,17,25,1,13,0,0,3,1,1,0,3,7,0,0,0,0,0,0,0,"AUS",38887,52
"2n Cycle","Married",1,0,17,391,32,70,21,32,16,2,6,2,9,5,0,1,0,0,0,0,0,"SP",65463,50
"PhD","Together",1,1,17,81,0,6,0,0,6,2,2,1,3,5,0,0,0,0,0,0,0,"IND",53537,65
"Master","Single",1,0,17,14,2,30,8,2,3,1,2,0,4,5,0,0,0,0,0,0,0,"SP",36230,53
"Graduation","Married",0,0,17,674,168,108,192,42,231,1,5,11,6,3,0,0,1,1,0,1,0,"SA",80763,74
"PhD","Married",1,1,17,267,42,309,55,42,21,10,7,4,9,5,0,0,0,0,0,1,0,"CA",60585,53
"Graduation","Single",0,1,17,224,2,25,7,0,110,2,5,3,3,6,0,0,0,0,0,0,0,"IND",49166,50
"PhD","Together",0,0,17,1239,17,413,23,34,17,1,5,6,5,2,0,1,1,0,0,1,0,"SP",75261,69
"Graduation","Together",0,0,17,412,22,132,59,28,183,1,11,6,8,4,0,0,1,0,0,0,0,"AUS",89891,33
"Master","Married",0,1,17,1205,0,235,19,14,205,6,6,3,13,7,0,0,0,0,0,0,0,"SP",72828,62
"Graduation","Together",0,0,17,304,98,230,150,74,74,1,6,3,13,3,0,0,0,0,0,0,0,"SA",75278,72
"Graduation","Single",1,0,17,76,3,31,4,4,27,2,3,1,3,7,0,0,0,0,0,0,0,"CA",38557,46
"PhD","Married",0,1,17,1004,12,145,32,12,36,3,10,3,5,5,0,0,0,1,0,1,0,"SP",81300,61
"2n Cycle","Divorced",0,1,17,584,44,212,46,8,177,3,11,4,8,8,0,0,0,0,0,0,0,"CA",60161,59
"PhD","Married",0,1,17,422,7,238,69,46,15,1,7,2,12,4,0,0,0,0,0,0,0,"AUS",69389,47
"Graduation","Divorced",0,1,17,1170,48,320,42,32,192,5,11,4,9,8,1,0,0,0,0,1,0,"SA",64497,70
"Graduation","Married",0,1,17,269,129,495,182,43,29,4,9,3,4,7,0,0,0,0,0,0,0,"IND",61014,44
"Master","Married",1,1,18,26,0,8,0,0,3,2,2,0,3,5,0,0,0,0,0,0,0,"SA",44319,49
"2n Cycle","Married",0,1,18,28,0,9,3,0,0,1,1,0,3,4,0,0,0,0,0,0,0,"CA",53233,67
"Graduation","Together",0,0,18,613,22,319,33,102,12,1,4,6,9,1,0,0,0,0,0,0,0,"SA",77972,70
"Graduation","Divorced",0,0,18,163,23,424,27,65,76,1,3,10,13,1,0,0,0,0,0,0,0,"GER",81361,37
"Graduation","Divorced",0,0,18,163,23,424,27,65,76,1,3,10,13,1,0,0,0,0,0,1,0,"SA",81361,37
"Basic","Single",1,0,18,1,6,2,3,6,3,1,1,0,3,7,0,0,0,0,0,0,0,"SP",25707,40
"PhD","Married",1,0,18,22,1,11,0,5,3,1,1,0,3,8,0,0,0,0,0,0,0,"SP",42403,53
"2n Cycle","Single",0,0,18,279,172,74,38,8,246,1,2,10,10,1,0,0,0,0,0,0,0,"GER",65704,52
"Graduation","Married",1,0,18,2,0,8,2,2,3,1,1,0,2,8,0,0,0,0,0,1,0,"SP",37406,44
"Master","Together",0,0,18,113,61,204,34,26,47,2,7,1,7,8,0,0,0,0,0,0,0,"SP",39767,73
"2n Cycle","Married",0,1,18,70,54,109,80,9,45,2,4,1,7,5,0,0,0,0,0,0,0,"SP",54210,45
"Graduation","Divorced",0,0,18,267,140,599,34,12,127,1,7,5,7,6,0,0,0,0,0,1,0,"SA",57136,57
"Graduation","Married",0,1,18,261,23,73,4,23,50,2,6,3,5,7,0,0,0,0,0,0,0,"SP",40794,49
"Graduation","Together",0,0,18,856,61,570,40,25,122,1,7,6,8,3,0,0,1,0,0,1,0,"SP",83003,59
"Master","Married",0,0,18,454,194,106,31,22,43,1,5,4,4,2,0,0,0,0,0,0,0,"CA",89058,64
"2n Cycle","Together",0,0,18,8,8,22,24,11,9,1,1,1,4,4,0,0,0,0,0,0,0,"SP",20193,33
"Graduation","Married",0,0,18,546,91,410,119,0,22,1,3,4,10,1,0,0,0,0,0,0,0,"SP",72099,50
"Graduation","Married",1,1,18,96,1,42,12,3,32,4,3,1,4,8,0,0,0,0,0,0,0,"SP",43824,53
"Graduation","Together",1,1,18,452,18,102,16,18,6,4,4,2,12,3,0,0,0,0,0,0,0,"AUS",66653,49
"Graduation","Married",1,1,19,20,0,14,7,3,1,3,2,0,4,3,0,0,0,0,0,0,0,"SP",44359,46
"Graduation","Married",0,0,19,658,80,483,123,13,13,1,3,2,5,1,0,0,0,0,0,0,0,"SP",79410,63
"Master","Married",0,1,19,451,0,39,0,4,24,1,7,1,8,5,0,0,0,0,0,0,0,"SP",55842,47
"Graduation","Widow",0,0,19,395,183,565,166,141,28,1,5,11,5,3,0,0,0,0,0,0,0,"SA",79946,58
"2n Cycle","Single",0,1,19,688,14,309,201,24,38,1,11,10,10,5,1,0,0,1,0,1,0,"GER",88194,45
"Master","Married",0,0,19,1035,134,670,25,38,0,1,6,3,10,3,0,0,1,1,0,0,0,"SP",80184,80
"Graduation","Divorced",0,0,19,464,151,292,65,60,30,1,8,3,4,4,0,0,1,0,0,1,0,"SP",76982,57
"PhD","Single",0,0,19,365,32,117,34,110,6,1,3,3,13,2,0,0,0,0,0,0,0,"US",65295,44
"Graduation","Together",0,0,19,181,21,69,39,3,96,1,3,3,6,3,0,0,0,0,0,0,0,"SA",57100,51
"Graduation","Married",1,0,19,6,6,15,10,5,2,2,2,0,3,6,0,0,0,0,0,0,0,"US",29009,43
"PhD","Married",0,0,19,331,197,170,58,152,35,1,2,8,13,1,0,0,0,0,0,0,0,"CA",78931,53
"Master","Married",1,0,19,3,1,10,3,2,12,3,2,0,3,5,0,0,0,0,0,0,0,"AUS",7500,49
"Graduation","Married",0,1,19,256,34,103,90,29,49,2,3,3,10,3,0,0,0,0,0,0,0,"SP",56939,48
"Graduation","Single",0,0,19,836,185,575,24,25,77,1,6,3,9,4,1,0,0,0,0,1,0,"SA",64509,34
"Graduation","Married",0,0,19,2,6,28,13,4,16,1,2,0,3,7,0,0,0,0,0,0,0,"SP",30093,34
"PhD","Together",1,0,19,14,0,24,3,3,2,1,3,0,2,9,0,0,0,0,0,1,0,"US",30351,50
"PhD","Together",1,0,19,14,0,24,3,3,2,1,3,0,2,9,0,0,0,0,0,0,0,"SP",30351,50
"PhD","Together",0,1,19,233,0,23,0,0,12,4,5,1,5,8,0,0,0,0,0,0,0,"SA",38201,64
"PhD","Married",1,0,19,378,0,101,0,0,72,5,6,4,6,7,0,0,0,0,0,0,0,"CA",43974,44
"Graduation","Together",1,1,19,12,0,4,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,"SP",38200,54
"2n Cycle","Divorced",0,0,19,345,25,501,63,138,80,1,5,3,8,2,0,0,1,0,0,1,0,"AUS",87305,64
"Graduation","Married",1,1,19,10,4,4,3,3,14,3,1,1,3,7,0,0,0,0,0,0,0,"SP",16860,63
"PhD","Single",1,0,19,19,3,26,10,9,3,3,2,0,4,8,0,0,0,0,0,1,0,"SP",27213,52
"Graduation","Married",1,0,19,7,0,12,13,7,32,5,4,1,2,9,1,0,0,0,0,1,0,"AUS",7500,48
"Graduation","Divorced",0,0,20,2,1,1,1,0,1,0,0,0,0,14,0,0,0,0,0,0,0,"SA",4861,59
"Master","Married",1,1,20,30,0,11,0,0,3,3,2,0,4,5,0,0,0,0,0,0,0,"SP",38196,53
"PhD","Married",1,1,20,9,0,3,0,0,1,1,0,0,3,3,0,0,0,0,0,0,0,"CA",41145,74
"PhD","Single",1,0,20,172,3,115,16,0,18,5,6,1,5,8,0,0,0,0,0,1,0,"SP",38513,42
"Graduation","Married",0,1,20,279,0,18,0,0,9,2,3,1,8,4,0,1,0,0,0,0,0,"SP",45688,56
